courseTitle|courseCode|subterm|creditHours|instructor|courseDays|timeSlot|buildingCode|room|comments
The Empire’s New Groove: The Global 19th-Century Novel|LITR 2046 L    1|Fall|5|Emily Foster|M|2:00 PM - 3:25 PM|PAC|2|Group conference
Cold War Black Feminism|LITR 2073 L    1|Fall|5|Elias Rodriques|W|2:30 PM - 3:25 PM|HEIM|210|Group conference
Cold War Black Feminism|LITR 2073 L    1|Fall|5|Elias Rodriques|M  R|2:00 PM - 3:25 PM|HEIM|202|Open
Cold War Black Feminism|LITR 2073 L    1|Fall|5|Elias Rodriques|W|3:35 PM - 4:30 PM|HEIM|210|Group conference
First Person America:Two Centuries of Classic American Literature|LITR 3010 R    1|Spring|5|Nicolaus Mills|W|11:05 AM - 1:00 PM|WEST|104|Sophomores &amp; above;FY w/perm
Contemporary Native American Literature|LITR 3012 R    1|Spring|5|Isabel Lockhart|T R|9:30 AM - 10:55 AM|BATES|015|Open
African American Prison Literature|LITR 3059 R    1|Spring|5|Elias Rodriques|M|6:15 PM - 9:00 PM| | |Bedford Hills
What is Literature? Literary Theory|LITR 3072 R    1|Spring|5|Una Chung|T|3:35 PM - 5:30 PM|SHEFF|22|Open
Energy and Literature|LITR 3078 R    1|Fall|5|Isabel Lockhart|T R|9:30 AM - 10:55 AM|HEIM|210|Open
"The Atlantic is a Sea of Bones:" Black Literatures of the Ocean|LITR 3079 R    1|Spring|5|Elias Rodriques|M  R|11:05 AM - 12:30 PM|SWIN|102|Open
Care Work|LITR 3084 R    1|Fall|5|Emily Bloom|M|1:30 PM - 3:25 PM|ANDH|103|Open
Care Work|LITR 3084 R    1|Fall|5|Emily Bloom|W|1:30 PM - 3:25 PM|OFFCM| |Wartburg
Experiment and Scandal: The 18th Century English Novel|LITR 3125 R    1|Year|10|James Horowitz|T  F|11:05 AM - 12:30 PM|SHEFF|22|Sophomores and above
The Music of What Happens:Alternate Histories/Counterfactuals|LITR 3133 R    1|Spring|5|Frederic Smoler|M  R|2:00 PM - 3:25 PM|DL|LR|Open
Ancient Eros: Love in Classical Lit|LITR 3150 R    1|Fall|5|Emily Fairey|M W|3:35 PM - 5:00 PM|TITS|LR|Open
Wilde and Shaw|LITR 3163 R    1|Spring|5|Joseph Lauinger|W|11:05 AM - 1:30 PM|DL|LR|Sophomores and above
Double Thoughts &amp; Double-Consciousness: Russian &amp; African-Amer Lit|LITR 3171 R    1|Fall|5|Melissa Frazier|M W|3:35 PM - 5:00 PM|BATES|04|Open
What is the Renaissance? European Literature fr Rebirth of Humanism|LITR 3177 R    1|Year|10|Nicholas Utzig|M  R|11:05 AM - 12:30 PM|SHEFF|02|Open
Modernism Across Generations|LITR 3178 R    1|Spring|5|Emily Bloom|M W|1:30 PM - 3:25 PM|TWEED|LR|Open
Dial G for Gothic: Alfred Hitchcock and the  Literature of Fear|LITR 3179 R    1|Year|10|James Horowitz|M  R|2:00 PM - 3:25 PM|BATES|206|Open
Dial G for Gothic: Alfred Hitchcock and the  Literature of Fear|LITR 3179 R    1|Year|10|James Horowitz|R|4:30 PM - 5:25 PM|SHEFF|22|Small group meeting
Dial G for Gothic: Alfred Hitchcock and the  Literature of Fear|LITR 3179 R    1|Year|10|James Horowitz|M|4:30 PM - 5:25 PM|SHEFF|22|Small group meeting
Writing Women: Women Writers in the English Renaissance|LITR 3192 R    1|Fall|5|Nicholas Utzig|M  R|2:00 PM - 3:25 PM|SHEFF|02|Open
From the Earth to the Moon: Science &amp; Literature:Lucretius-English Ren|LITR 3206 R    1|Spring|5|Nicholas Utzig|M  R|2:00 PM - 3:25 PM|SHEFF|02|Open
Interrogating God: Tragedy/Divinity|LITR 3338 R    1|Fall|5|Joseph Lauinger|W|11:05 AM - 1:30 PM|DL|LR|Sophomores and above
Documenting Asian/America|LITR 3353 R    1|Fall|5|Karintha Lowe|T R|3:35 PM - 5:00 PM|HEIM|210|Open
Celebrity,Spirituality, &amp;  the Cult of Sainthood  in the Middle Ages|LITR 3358 R    1|Fall|5|Gillian Adler|W|3:35 PM - 6:00 PM|SC|201|Open
The Ethnological Temptation:|LITR 3413 R    1|Year|10|Una Chung|S|10:45 AM - 12:45 PM|SHEFF|22|Sophomores and above
Literature in Translation:Colette, Duras, Ernaux|LITR 3431 R    1|Spring|5|Jason Earle|T R|3:35 PM - 5:00 PM|MORL|CL|Open
Global Surrealisms|LITR 3434 R    1|Spring|5|Jason Earle|T  F|11:05 AM - 12:30 PM|PAC|3|Open
Emersonian Quartet: Whitman, Dickinson, Frost, Stevens|LITR 3510 R    1|Spring|5|Neil Arditi|F|1:35 PM - 3:30 PM|TITS|LR|Open
The Marriage Plot: Love and Romance in American &amp; English Fiction|LITR 3526 R    1|Fall|5|Nicolaus Mills|W|11:05 AM - 1:00 PM|WEST|104|Sophomores &amp; above;FY w/perm
Elective Affinities in Contemporary Poetry|LITR 3750 R    1|Year|10|Neil Arditi|M|11:05 AM - 1:00 PM|BATES|015|Sophomores and above
FYS: Modern Mathematics:  Logic,  Risk, Analytics &amp; Optimality|MATH 1020 F    1|Year|10|Daniel King|T R|3:35 PM - 5:30 PM|SC|201|First Year Studies
Game Theory: The Study of Strategy and Conflict|MATH 2014 L    1|Fall|5|Daniel King|T R|9:00 AM - 10:55 AM|SC|103|Open
Game Theory: The Study of Strategy and Conflict|MATH 2014 L    1|Fall|5|Daniel King|W|1:00 PM - 2:00 PM|LIBR|E1|Group conference
Game Theory: The Study of Strategy and Conflict|MATH 2014 L    1|Fall|5|Daniel King|W|2:15 PM - 3:15 PM|LIBR|E1|Group conference
Game Theory: The Study of Strategy and Conflict|MATH 2014 L    1|Fall|5|Daniel King|W|3:35 PM - 4:35 PM|LIBR|E1|Group conference
An Introduction to Statistical Methods and Analysis|MATH 2024 L    1|Spring|5|Abbe Herzig|R|1:00 PM - 1:55 PM|SC|101|Group conference
An Introduction to Statistical Methods and Analysis|MATH 2024 L    1|Spring|5|Abbe Herzig|T|12:00 PM - 12:55 PM|SHEFF|01|Group conference
An Introduction to Statistical Methods and Analysis|MATH 2024 L    1|Spring|5|Abbe Herzig|T R|9:30 AM - 10:55 AM|SC|103|Open
Calculus I: The Study of Motion and Change|MATH 3005 R    1|Fall|5|Philip Ording|W F|2:00 PM - 3:25 PM|ANDH|101|Open
Calculus II: Further Study of Motion and Change|MATH 3010 R    1|Fall|5|Abbe Herzig|T R|3:35 PM - 5:30 PM|BATES|04|Open
Calculus II: Further Study of Motion and Change|MATH 3010 R    1|Spring|5|Philip Ording|W F|2:00 PM - 3:25 PM|ANDH|101|Open
Modern Mathematics:  Logic, Risk, Analytics &amp; Optimality|MATH 3025 R    1|Year|10|Daniel King|T R|3:35 PM - 5:30 PM|SC|201|Open
Mirrors, Labyrinths and Paradoxes: Mathematics and Jorge Luis Borges|MATH 3320 R    1|Spring|5|Daniel King|W|6:30 PM - 9:30 PM|SC|201|Open
Multivariable Math:Linear Algebra, Vector Calculus, Differential Eq|MATH 3516 R    1|Year|10|Philip Ording|T  F|11:05 AM - 12:30 PM|ANDH|101|Intermediate
FYS: Music and Technology|MUHS 1023 F    1|Year|10|John Yannelli|T R|9:30 AM - 10:55 AM|MFLD|CH|First Year Studies
Punk|MUHS 2014 L    1|Spring|5|Martin Goldray|W|3:35 PM - 5:30 PM|MFLD|1|Open
Punk|MUHS 2014 L    1|Spring|5|Martin Goldray|M|2:00 PM - 2:55 PM|MFLD|1|Group conference, meets weekly
Punk|MUHS 2014 L    1|Spring|5|Martin Goldray|T|3:35 PM - 4:30 PM|MFLD|1|Group conference, meets weekly
Punk|MUHS 2014 L    1|Spring|5|Martin Goldray|W|2:00 PM - 2:55 PM|MFLD|1|Group conference, meets weekly
Music, Structure, Power: Theories of Musical Meaning|MUHS 2035 L    1|Fall|5|Nicholas Higgins|R|10:00 AM - 10:55 AM|HEIM|208|Group conference
Music, Structure, Power: Theories of Musical Meaning|MUHS 2035 L    1|Fall|5|Nicholas Higgins|M  R|2:00 PM - 3:25 PM|HEIM|208|Open
Music, Structure, Power: Theories of Musical Meaning|MUHS 2035 L    1|Fall|5|Nicholas Higgins|M|10:00 AM - 10:55 AM|HEIM|208|Group conference
Music and (almost) Everything All at Once|MUHS 2040 L    1|Spring|5|Patrick Muchmore|W|2:00 PM - 2:55 PM|MFLD|21|Group conference, meets weekly
Music and (almost) Everything All at Once|MUHS 2040 L    1|Fall|5|Patrick Muchmore|W|1:00 PM - 1:55 PM|MFLD|21|Group conference, meets weekly
Music and (almost) Everything All at Once|MUHS 2040 L    1|Fall|5|Patrick Muchmore|T|11:30 AM - 12:25 PM|MFLD|21|Group conference, meets weekly
Music and (almost) Everything All at Once|MUHS 2040 L    1|Fall|5|Patrick Muchmore|W|3:35 PM - 5:30 PM|PAC|REI|Open
Music and (almost) Everything All at Once|MUHS 2040 L    1|Spring|5|Patrick Muchmore|W|1:00 PM - 1:55 PM|MFLD|21|Group conference, meets weekly
Music and (almost) Everything All at Once|MUHS 2040 L    1|Spring|5|Patrick Muchmore|T|11:30 AM - 12:25 PM|MFLD|21|Group conference, meets weekly
Music and (almost) Everything All at Once|MUHS 2040 L    1|Spring|5|Patrick Muchmore|W|3:35 PM - 5:30 PM|PAC|REI|Open
Music and (almost) Everything All at Once|MUHS 2040 L    1|Fall|5|Patrick Muchmore|W|2:00 PM - 2:55 PM|MFLD|21|Group conference, meets weekly
Sounding Voices and Voicing Sound: Musical and Sonic Interventions|MUHS 3070 R    1|Spring|5|Nicholas Higgins|M  R|2:00 PM - 3:25 PM|MFLD|34|Open
Music Round Table|MUSC 3021 R    1|Spring|2|Martin Goldray|T|3:35 PM - 5:30 PM|MFLD|01|Open
Iraqi Maqam Ensemble|MUSC 3105 R    1|Fall|2|Hamid Al-Saadi|M|3:35 PM - 5:00 PM|MFLD|21|Open
Iraqi Maqam Ensemble|MUSC 3105 R    2|Spring|2|Hamid Al-Saadi|M|3:35 PM - 5:00 PM|MFLD|21|Open
Film Composing Workshop|MUSC 3108 R    1|Year|4|Giancarlo Vulcano|M|11:05 AM - 1:00 PM|MFLD|CH|Open
Music Components for IndividualCredit|MUSC 4400 P    1|Year|2|John Yannelli| |-| | |Must also file music comp form
Music Components for IndividualCredit|MUSC 4400 P    2|Year|4|John Yannelli| |-| | |Must also file Music comp form
Music Components for IndividualCredit|MUSC 4400 P    3|Year|6|John Yannelli| |-| | |Must also file Music comp form
Music Program - Two/Thirds|MUSC 4498 P    1|Fall|5|John Yannelli| |-| | |Reg for Comp through Music Dep
Music Program - Two/Thirds|MUSC 4498 P    1|Spring|5|John Yannelli| |-| | |Reg for Comp through Music Dep
Music Program|MUSC 4499 P    1|Year|10|John Yannelli| |-| | |Reg for Comp through Music Dep
Composition|MUSC 5002 U    1|Year|0|Patrick Muchmore| |-| | |Component, section 1
Composition|MUSC 5002 U    2|Year|0|John Yannelli| |-| | |Component, section 2
Composition|MUSC 5002 U    3|Year|0|Giancarlo Vulcano| |-| | |Component
Piano|MUSC 5013 U    1|Spring|0|Martin Goldray| |-| | |Component, section 1
Piano|MUSC 5013 U    2|Year|0|Barbara Mort-Zieff| |-| | |Component, section 2
Piano|MUSC 5013 U    4|Year|0|Paul Kerekes| |-| | |Component
Piano (Jazz)|MUSC 5019 U    1|Year|0|William Lester| |-| | |Component
Voice|MUSC 5020 U    1|Year|0|Kirsten Brown| |-| | |Component, section 1
Voice|MUSC 5020 U    2|Year|0|Mary Phillips| |-| | |Component, section 2
Voice|MUSC 5020 U    3|Year|0|Thomas Young| |-| | |Component, section 3
Flute|MUSC 5030 U    1|Year|0|Roberta Michel| |-| | |Component
Trumpet|MUSC 5034 U    1|Year|0|Christopher Anderson| |-| | |Component
Clarinet|MUSC 5035 U    1|Year|0|Benjamin Fingland| |-| | |Component
Trombone|MUSC 5036 U    1|Year|0|Jennifer Baker| |-| | |Component
Saxophone (Jazz/Classical)|MUSC 5038 U    1|Year|0|John Isley| |-| | |Component
Bassoon|MUSC 5039 U    1|Year|0|James Jeter| |-| | |Component
Oboe|MUSC 5040 U    1|Year|0|Stuart Breczinski| |-| | |Component
Horn|MUSC 5041 U    1|Year|0|TBATBA| |-| | |Component
Euphonium|MUSC 5044 U    1|Year|0|Mark Broschinsky| |-| | |Component
Violin|MUSC 5050 U    1|Year|0|Richard Rood| |-| | |Component
Violin|MUSC 5050 U    3|Year|0|Ragnhildur Petursdottir| |-| | |Component
Viola|MUSC 5052 U    1|Year|0|Junah Chung| |-| | |Component
Violoncello|MUSC 5055 U    1|Year|0|Helen Bardin| |-| | |Component
Harp|MUSC 5057 U    1|Year|0|Amelia Theodoratus| |-| | |Component
Contrabass|MUSC 5058 U    1|Year|0|Mark Helias| |-| | |Component
Guitar (Acoustic), Banjo, Mandolin|MUSC 5071 U    1|Year|0|William Anderson| |-|MFLD|31|Component
Guitar (Jazz/Blues)|MUSC 5072 U    1|Year|0|Glenn Alexander| |-| | |Component
Electric Bass (Jazz/Blues)|MUSC 5073 U    1|Year|0|Bill Moring| |-| | |Component
Percussion (Drum Set)|MUSC 5080 U    1|Year|0|Matthew Wilson| |-| | |Component
Percussion (Mallet)|MUSC 5080 U    2|Year|0|Ian Antonio| |-| | |Component
Theory I: Materials of Music|MUSC 5105 U    1|Year|0|Paul Kerekes|M  R|11:05 AM - 12:30 PM|MFLD|32|Component, section 1
Theory I: Materials of Music|MUSC 5105 U    2|Year|0|Barbara Mort-Zieff|T  F|11:05 AM - 12:30 PM|MFLD|22|Component, section 2
Theory II: Basic Tonal Theory andComposition|MUSC 5110 U    1|Year|0|Paul Kerekes|M  R|2:00 PM - 3:25 PM|MFLD|32|Component, section 1
Theory II: Basic Tonal Theory andComposition|MUSC 5110 U    2|Year|0|Patrick Muchmore|T R|3:35 PM - 5:00 PM|MFLD|21|Component, section 2
Advanced Theory: Jazz Theory andHarmony|MUSC 5125 U    1|Year|0|Glenn Alexander|W|11:05 AM - 12:30 PM|MFLD|01B|Component
Adv Theory: 20th Century Post-Tonal &amp; Rock Music|MUSC 5130 U    1|Year|0|Patrick Muchmore|W|11:05 AM - 12:30 PM|MFLD|21|Component
Advanced Theory: Tonal Theory and Analysis|MUSC 5134 U    1|Year|0|Patrick Muchmore|R|11:05 AM - 12:30 PM|MFLD|21|Component
Advanced Theory: Jazz Arranging and Orchestration|MUSC 5139 U    1|Year|0|John Isley| |-| | |Component
Film Composing Workshop|MUSC 5171 U    1|Year|0|Giancarlo Vulcano|M|11:05 AM - 1:00 PM|MFLD|CH|Component
Studio Composition and Music Technology|MUSC 5173 U    1|Year|0|John Yannelli|W|2:00 PM - 3:25 PM|MFLD|CH|Component
Introduction to Electronic Music and Music Technology|MUSC 5174 U    1|Year|0|John Yannelli|T|11:05 AM - 1:00 PM|MFLD|CH|Component
Recording, Mixing, and Mastering Electronic Music|MUSC 5181 U    1|Year|0|John Yannelli|W|11:05 AM - 12:30 PM|MFLD|CH|Component
Advanced Theory Compositional Tools and Techniques|MUSC 5183 U    1|Year|0|Patrick Muchmore|R|2:00 PM - 3:25 PM|MFLD|21|Component
Music Roundtable|MUSC 5201 U    1|Spring|0|Martin Goldray|T|3:35 PM - 5:30 PM|MFLD|01|Component
Survey of Western Music|MUSC 5210 U    1|Year|0|Paul Kerekes|R|3:35 PM - 5:30 PM|MFLD|32|Component
Music, Structure, and Power: Theories of Musical Meaning|MUSC 5274 U    1|Fall|0|Nicholas Higgins|M  R|2:00 PM - 3:25 PM|MFLD|34|Component
Music and (almost) Everything All at Once|MUSC 5276 U    1|Fall|0|Patrick Muchmore|W|3:35 PM - 5:30 PM|PAC|REI|Component
Music and (almost) Everything All at Once|MUSC 5276 U    1|Spring|0|Patrick Muchmore|W|3:35 PM - 5:30 PM|PAC|REI|Component
Sounding Voices and Voicing Sounds: Musical and Sonic Interventions|MUSC 5277 U    1|Spring|0|Nicholas Higgins|M  R|2:00 PM - 3:25 PM|MFLD|34|Component
Punk|MUSC 5278 U    1|Spring|0|Martin Goldray|W|3:35 PM - 5:30 PM|MFLD|1|Component
The Blues and Beyond|MUSC 5282 U    1|Year|0|Glenn Alexander|M|11:05 AM - 12:30 PM|MFLD|01B|Component
Vocal Chamber Ensemble|MUSC 5305 U    1|Year|0|Patrick Romano|M  R|5:30 PM - 7:00 PM|MFLD|1|Component
Saxophone Ensemble|MUSC 5308 U    1|Spring|0|John Isley| |-| | |Component
The Blues Ensemble|MUSC 5310 U    1|Year|0|Glenn Alexander|T|7:00 PM - 8:30 PM|MFLD|01B|Component, section 1
The Blues Ensemble|MUSC 5310 U    2|Year|0|Glenn Alexander|W|7:00 PM - 8:30 PM|MFLD|01B|Component
The Blues Ensemble|MUSC 5310 U    3|Year|0|Glenn Alexander|W|8:30 PM - 10:00 PM|MFLD|01B|Component
The Blues Ensemble|MUSC 5310 U    4|Year|0|Bill Moring|R|7:00 PM - 8:30 PM|MFLD|01B|Component - Section 4
The Blues Ensemble|MUSC 5310 U    5|Year|0|Bill Moring|R|8:30 PM - 10:00 PM|MFLD|01B|Component -- Section 5
Jazz Colloquium|MUSC 5313 U    1|Year|0|Glenn Alexander|M|7:00 PM - 8:30 PM|MFLD|01B|Component, section 1,
Jazz Colloquium|MUSC 5313 U    2|Year|0|Glenn Alexander|M|8:30 PM - 10:00 PM|MFLD|01B|Component, section 2
Jazz Performance &amp; Improvisation|MUSC 5314 U    1|Year|0|Glenn Alexander|M|2:00 PM - 3:25 PM|MFLD|01B|Component
Jazz Vocal Ensemble|MUSC 5315 U    1|Year|0|Glenn Alexander|M|5:30 PM - 7:00 PM|MFLD|01B|Component, section 1
Jazz Vocal Ensemble|MUSC 5315 U    2|Year|0|Glenn Alexander|T|5:30 PM - 7:00 PM|MFLD|01B|Component, section 2
Jazz Vocal Ensemble|MUSC 5315 U    3|Year|0|Bill Moring|T|5:30 PM - 7:00 PM|MFLD|01B|Component, section 3
Iraqi Maqam Ensemble|MUSC 5320 U    1|Spring|0|Hamid Al-Saadi|M|3:35 PM - 5:00 PM|MFLD|21|Component
Jazz Vocal Seminar|MUSC 5330 U    1|Year|0|Thomas Young|T|12:00 PM - 1:00 PM|MFLD|3|Component
Voice Studio Class|MUSC 5335 U    1|Year|0|Mary Phillips|W|4:00 PM - 5:00 PM|MFLD|23|Component, section 1
Voice Studio Class|MUSC 5335 U    2|Year|0|Kirsten Brown|T|3:00 PM - 4:00 PM|MFLD|23|Component, section 2
Voice Studio Class|MUSC 5335 U    3|Year|0|Thomas Young|M|4:00 PM - 5:00 PM|MFLD|3|Component, section 3
Your Voice: The Art and Science|MUSC 5342 U    1|Fall|0|Kirsten Brown|R|2:00 PM - 3:25 PM|MFLD|23|Component
Gamelan Angklung Chandra Buana|MUSC 5350 U    1|Fall|0|Nicholas Higgins|R|7:00 PM - 9:00 PM|MFLD|34|Component
West African Percussion Ensemble|MUSC 5351 U    1|Spring|0|Andrew Algire|R|7:00 PM - 9:00 PM|MFLD|1|Component
West African Percussion Ensemble|MUSC 5351 U    1|Spring|0|Nicholas Higgins| |-| | | 
African Classics of the Post-Colonial Era|MUSC 5352 U    1|Fall|0|Andrew Algire|W|5:30 PM - 7:30 PM|MFLD|01b|Component
Experimental Music Improvisation|MUSC 5369 U    1|Fall|0|John Yannelli|T|3:35 PM - 5:30 PM|MFLD|CH|Component
Experimental Music Improvisation|MUSC 5369 U    1|Spring|0|John Yannelli|T|3:35 PM - 5:30 PM|MFLD|CH|Component
Chamber Music|MUSC 5370 U    1|Year|0|Barbara Mort-Zieff| |-|MFLD| |Component
Conducting|MUSC 5373 U    1|Spring|0|Martin Goldray| |-| | |Component
Guitar Class|MUSC 5375 U    1|Year|0|William Anderson| |-| | |Component
Folk Ensemble|MUSC 5379 U    1|Spring|0|William Anderson|M|5:30 PM - 7:00 PM|MFLD|34|Component
Guitar Ensemble: Acoustic Beatles|MUSC 5381 U    1|Fall|0|William Anderson|M|5:30 PM - 7:00 PM|MFLD|34|Component
Keyboard Lab|MUSC 5382 U    1|Year|0|Barbara Mort-Zieff|R|9:30 AM - 10:55 AM|MFLD|CH|Component
Senior Recital|MUSC 5390 U    1|Spring|0|Music Faculty| |-| | |Component
Concert Attendance/MusicTuesdays|MUSC 5398 U    1|Fall|0|John Yannelli|T|1:30 PM - 3:00 PM|PAC|REI|Component (Required)
Concert Attendance|MUSC 5399 U    1|Spring|0|John Yannelli|T|1:30 PM - 3:00 PM|PAC|REI|Component (required)
FYS:Philosophy as/and/of Literature|PHIL 1022 F    1|Year|10|Scott Shushan|T|10:15 AM - 11:15 AM|TWEED|LR|Group collaborative
FYS:Philosophy as/and/of Literature|PHIL 1022 F    1|Year|10|Scott Shushan|R|3:35 PM - 6:30 PM|ANDH|103|First Year Studies
Philosophy Through Film|PHIL 2021 L    1|Fall|5|Scott Shushan|T|3:35 PM - 4:30 PM|DL|04|Group conference, meets weekly
Philosophy Through Film|PHIL 2021 L    1|Fall|5|Scott Shushan|T|11:30 AM - 12:25 PM|DL|04|Group conference, meets weekly
Philosophy Through Film|PHIL 2021 L    1|Fall|5|Scott Shushan|M|3:35 PM - 4:30 PM|DL|LR|Group conference, meets weekly
Philosophy Through Film|PHIL 2021 L    1|Fall|5|Scott Shushan|M|1:30 PM - 3:25 PM|SC|103|Open
Intro Social Theory: Philosophical Tools for Critical Social Analysis|PHIL 2024 L    1|Year|10|David Peritz|W|3:35 PM - 4:30 PM|SWIN|102|Group conference, meets weekly
Intro Social Theory: Philosophical Tools for Critical Social Analysis|PHIL 2024 L    1|Year|10|David Peritz|W|2:00 PM - 2:55 PM|SWIN|102|Group conference, meets weekly
Intro Social Theory: Philosophical Tools for Critical Social Analysis|PHIL 2024 L    1|Year|10|David Peritz|W|11:05 AM - 1:00 PM|PAC|3|Open
Philosophy and the Founding of the Modern World|PHIL 2027 L    1|Year|10|Abraham Anderson|W|5:10 PM - 6:05 PM|BATES|206|Group conference
Philosophy and the Founding of the Modern World|PHIL 2027 L    1|Year|10|Abraham Anderson|M|5:10 PM - 6:05 PM|BATES|206|Group conference
Philosophy and the Founding of the Modern World|PHIL 2027 L    1|Year|10|Abraham Anderson|M W|3:35 PM - 5:00 PM|BATES|206|Open
Ancient Philosophies as Ways of Living in Truth|PHIL 3021 R    1|Fall|5|Charles Snyder|M W|9:30 AM - 10:55 AM|BATES|015|Open
Philosophy and/as/of Literature|PHIL 3025 R    1|Year|10|Scott Shushan|R|3:35 PM - 6:30 PM|ANDH|103|Open
Literature, Art, &amp;  (Environmental) Ethical Attention|PHIL 3048 R    1|Spring|5|Sarah DiMaggio|T R|3:35 PM - 5:00 PM|LIBR|E2|Open
Human/Nature: Philosophical Perspectives|PHIL 3119 R    1|Spring|5|Roy Ben-Shai|T|3:35 PM - 6:30 PM|ANDH|103|Open
Ethics of Eating in the Age of Climate Change|PHIL 3217 R    1|Fall|5|Sarah DiMaggio|T R|3:35 PM - 5:00 PM|SLON|SR|Open
Descartes and Princess Elizabeth: From Metaphysics to Morals|PHIL 3332 R    1|Fall|5|Abraham Anderson|T|3:35 PM - 6:30 PM|TITS|LR|Open
Kant's Political Philosophy|PHIL 3521 R    1|Spring|5|Abraham Anderson|T|3:35 PM - 6:30 PM|TITS|LR|Sophomores and above
Reflections from Damaged Life: Adorno and Critical Theory|PHIL 3623 R    1|Spring|5|Scott Shushan|M|3:35 PM - 6:30 PM|ANDH|103|Intermediate
Capitalism and Schizophrenia: A Thousand Plateaus|PHIL 3730 R    1|Fall|5|Roy Ben-Shai|T|3:35 PM - 6:30 PM|ANDH|103|Intermediate
First Year Studies in Physics It's About Time|PHYS 1023 F    1|Fall|5|Merideth Frey|F|11:30 AM - 12:25 PM|SC|116|Group conference/Lab
First Year Studies in Physics It's About Time|PHYS 1023 F    1|Fall|5|Merideth Frey|F|2:00 PM - 2:55 PM|SC|116|Group conference/Lab
First Year Studies in Physics It's About Time|PHYS 1023 F    1|Fall|5|Merideth Frey|T R|9:30 AM - 10:55 AM|BATES|203|First Year Studies
FYS: Nuclear Magnetic Resonance  Research Seminar|PHYS 1025 F    1|Spring|5|Merideth Frey|T R|9:30 AM - 10:55 AM|SC|116|First Year Studies
It's About Time|PHYS 2052 L    1|Fall|5|Merideth Frey|F|2:00 PM - 2:55 PM|SC|116|Group conference/Lab
It's About Time|PHYS 2052 L    1|Fall|5|Merideth Frey|F|11:30 AM - 12:25 PM|SC|116|Group conference/Lab
It's About Time|PHYS 2052 L    1|Fall|5|Merideth Frey|T R|9:30 AM - 10:55 AM|BATES|203|Open
Nuclear Magnetic Resonance Research Seminar|PHYS 3053 R    1|Spring|5|Merideth Frey|T R|9:30 AM - 10:55 AM|SC|116|Open
Classical Mechanics (Calculus-Based General Physics)|PHYS 3101 R    1|Fall|5|Bruce Alphenaar|F|9:30 AM - 10:55 AM|BATES|206|Lab
Classical Mechanics (Calculus-Based General Physics)|PHYS 3101 R    1|Fall|5|Bruce Alphenaar|W|11:05 AM - 12:30 PM|BATES|206|Open
Classical Mechanics (Calculus-Based General Physics)|PHYS 3101 R    1|Fall|5|Bruce Alphenaar|W|3:35 PM - 5:30 PM|SC|116|Lab
Electromagnetism and Light (Calculus-Based General Physics)|PHYS 3102 R    1|Spring|5|Bruce Alphenaar|F|9:30 AM - 10:55 AM|BATES|206|Open
Electromagnetism and Light (Calculus-Based General Physics)|PHYS 3102 R    1|Spring|5|Bruce Alphenaar|W|11:05 AM - 12:30 PM|BATES|206|Open
Electromagnetism and Light (Calculus-Based General Physics)|PHYS 3102 R    1|Spring|5|Bruce Alphenaar|W|3:35 PM - 5:30 PM|SC|116|Lab
Introduction to Mechanics: General Physics without Calculus|PHYS 3200 R    1|Fall|5|Merideth Frey|W|11:05 AM - 12:30 PM|SC|116|Open
Introduction to Mechanics: General Physics without Calculus|PHYS 3200 R    1|Fall|5|Merideth Frey|F|9:30 AM - 10:55 AM|SC|116| 
Introduction to Mechanics: General Physics without Calculus|PHYS 3200 R    1|Fall|5|Merideth Frey|R|1:30 PM - 3:25 PM|SC|116|lAB
Intro Electromagnetism, Light and Modern Physics (w/o Calc(|PHYS 3201 R    1|Spring|5|Merideth Frey|R|1:30 PM - 3:25 PM|SC|116|Lab
Intro Electromagnetism, Light and Modern Physics (w/o Calc(|PHYS 3201 R    1|Spring|5|Merideth Frey|W|11:05 AM - 12:30 PM|SC|116|Open
Intro Electromagnetism, Light and Modern Physics (w/o Calc(|PHYS 3201 R    1|Spring|5|Merideth Frey|F|9:30 AM - 10:55 AM|SC|116| 
Thermal Physics|PHYS 3522 R    1|Fall|5|Melvin Irizarry-Gelpi|T R|9:30 AM - 10:55 AM|BATES|206|Open w/instructor permission
FYS :Making Democracy Work:  Politics, Philosophy, Reform|POLI 1025 F    1|Year|10|David Peritz|R|11:00 AM - 12:00 PM|HEIM|212|Group conference
FYS :Making Democracy Work:  Politics, Philosophy, Reform|POLI 1025 F    1|Year|10|David Peritz|T|9:30 AM - 10:55 AM|HEIM|211|First Year Studies
Intro Social Theory: Philosophical Tools for Critical Social Analysis|POLI 2024 L    1|Year|10|David Peritz|W|11:05 AM - 1:00 PM|PAC|3|Open
Intro Social Theory: Philosophical Tools for Critical Social Analysis|POLI 2024 L    1|Year|10|David Peritz|W|2:00 PM - 2:55 PM|SWIN|102|Group conference, meets weekly
Intro Social Theory: Philosophical Tools for Critical Social Analysis|POLI 2024 L    1|Year|10|David Peritz|W|3:35 PM - 4:30 PM|SWIN|102|Group conference, meets weekly
Introductn International Relations|POLI 2030 L    1|Fall|5|Yekaterina Oziashvili|M|1:00 PM - 1:55 PM|SLON|SR|Group conference
Introductn International Relations|POLI 2030 L    1|Fall|5|Yekaterina Oziashvili|M  R|11:05 AM - 12:30 PM|HEIM|202|Open
